URN,schname,pcode_fixed,latitude,longitude
108083,Benton Park School,LS19 6LX,53.855898,-1.68294
107169,Bents Green School,S11 7TB,53.353717,-1.533436
145192,Bep Academy,RM1 3LP,51.578,0.188
149028,Bere Clinic School,PO8 8QT,50.899206,-1.034303
117604,Berkhamsted School,HP4 2DJ,51.759325,-0.561958
137598,Berwick Academy,TD15 2JF,55.756384,-2.003464
101388,Beth Jacob Grammar School for Girls,NW4 2AT,51.587124,-0.217845
107168,Bethany School,S3 7PS,53.385967,-1.484881
118978,Bethany School,TN17 1LB,51.136248,0.484681
136334,Beths Grammar School,DA5 1NE,51.446558,0.150747
115821,Bettridge School,GL51 3AT,51.888278,-2.100355
149194,Bettws Lifehouse,SY3 9AH,52.697738,-2.765514
136995,Beverley Grammar School,HU17 8NF,53.833073,-0.43992
118072,Beverley High School,HU17 9EX,53.84665,-0.430481
111773,Beverley School,TS4 3JS,54.547518,-1.235169
138895,Bexhill High Academy,TN39 4BY,50.854991,0.45532
136369,Bexley Grammar School,DA16 2BL,51.456498,0.107052
137138,Bexleyheath Academy,DA6 7DA,51.459547,0.14524
109690,Biddenham International School and Sports College,MK40 4AZ,52.138465,-0.498112
139839,Biddick Academy,NE38 8AL,54.891662,-1.517585
137356,Biddulph High School,ST8 7AR,53.105857,-2.171092
142540,Bideford College,EX39 3AR,51.016088,-4.219991
113643,Bidwell Brook School,TQ9 6JU,50.448304,-3.711601
141411,Big Creative Independent School,E17 5QJ,51.591091,-0.042862
140436,Billing Brook Special School,NN3 8EZ,52.261138,-0.835551
145575,Bilton School,CV22 7JT,52.364583,-1.297637
107439,Bingley Grammar School,BD16 2RS,53.855786,-1.846036
134640,Birch Wood (Melton Area Special School),LE13 1HA,52.757364,-0.869159
148220,Birches Head Academy,ST2 8DD,53.040214,-2.147028
103591,Birchfield Independent Girls' School,B6 6JU,52.50733,-1.89096
139840,Birchwood Community High School,WA3 7PT,53.416707,-2.529465
137637,Birchwood High School,CM23 5BD,51.874603,0.181386
148566,Birchwood School,WA3 7PW,53.415406,-2.523807
137297,Birkdale High School,PR8 3DT,53.612439,-3.02282
107163,Birkdale School,S10 3DH,53.374404,-1.504952
135877,Birkenhead High School Academy,CH43 1TY,53.387568,-3.050559
136411,Birkenhead Park School,CH43 4UY,53.390528,-3.041068
105123,Birkenhead School,CH43 2JD,53.384588,-3.054064
143418,Birmingham Independent College,B6 5NU,52.503218,-1.896789
136944,Birmingham Ormiston Academy,B4 7QD,52.483091,-1.887412
105280,Birtenshaw School Bolton,BL7 9AB,53.611,-2.416
145182,Birtenshaw School Merseyside,L9 7AB,53.459656,-2.938579
130657,Bishop Auckland College,DL14 6JZ,54.65052,-1.69652
148706,Bishop Barrington Academy,DL14 6LA,54.651637,-1.690312
103560,Bishop Challoner Catholic College,B14 7EG,52.433693,-1.890244
100978,Bishop Challoner Catholic School,E1 0LB,51.513458,-0.049362
116478,Bishop Challoner Catholic Secondary School,RG22 6SR,51.256442,-1.122752
101683,Bishop Challoner School,BR2 0BS,51.40689,-0.003704
143082,Bishop Douglass School Finchley,N2 0SQ,51.593954,-0.178308
136851,Bishop Fox's School,TA1 3HQ,51.006186,-3.092287
111424,Bishop Heber High School,SY14 8JD,53.027771,-2.761566
136466,Bishop Justus CofE School,BR2 8HZ,51.382443,0.044999
140472,"Bishop Luffa School, Chichester",PO19 3HP,50.83636,-0.794958
140126,Bishop Milner Catholic College,DY1 3BY,52.519905,-2.102027
138107,Bishop Perowne CofE College,WR3 8LE,52.204716,-2.216859
137407,Bishop Ramsey Church of England School,HA4 8EE,51.578547,-0.408674
137296,Bishop Rawstorne Church of England Academy,PR26 9HH,53.661754,-2.767473
137086,Bishop Stopford School,NN15 6BJ,52.38564,-0.727381
102052,Bishop Stopford's School,EN1 3PU,51.657,-0.055
100638,Bishop Thomas Grant Catholic Secondary School,SW16 2HY,51.424971,-0.118739
147345,Bishop Ullathorne Catholic School,CV3 6BH,52.380206,-1.535737
137988,Bishop Vesey's Grammar School,B74 2NH,52.569016,-1.821995
140524,Bishop Walsh Catholic School,B76 1QT,52.547289,-1.811333
136500,Bishop Wordsworth's Church of England Grammar School,SP1 2ED,51.065796,-1.794719
144809,Bishop Young Church of England Academy,LS14 6NU,53.82006,-1.476551
137757,Bishop's Hatfield Girls' School,AL10 8NL,51.75885,-0.226306
117605,Bishop's Stortford College,CM23 2PQ,51.871623,0.149834
137633,Bishopshalt School,UB8 3RF,51.532503,-0.459977
135486,Bishopstrow College,BA12 9HU,51.194448,-2.156322
149322,Bishopswood School,RG4 9RH,51.515507,-0.980401
116458,Bitterne Park School,SO18 1BU,50.929939,-1.369458
146936,Blackburn Central High School,BB2 3HJ,53.73782,-2.470518
137965,Blackfen School for Girls,DA15 9NU,51.449277,0.111066
133392,Blackford Education (Schools) Ltd t/a the Libra School,EX36 3LN,51.079974,-3.78808
141448,Blackfriars Academy,ST5 2TF,53.007763,-2.232477
100756,Blackheath High School,SE3 7AG,51.477518,0.015781
141132,Blackpool Aspire Academy,FY3 7LS,53.837702,-3.015881
143039,Blackwater Academy,B33 9BF,52.486,-1.815
111396,"Blacon High School, A Specialist Sports College",CH1 5JH,53.203751,-2.933695
113019,Bladon House School,DE15 0TA,52.819569,-1.603559
147219,Blaise High School,BS10 7QH,51.510203,-2.630091
102175,Blanche Nevile School,N10 1NJ,51.594006,-0.151062
114606,Blatchington Mill School,BN3 7BW,50.845298,-0.184029
119861,Bleasdale School,LA5 0RG,54.17,-2.826
137906,Blenheim High School,KT19 9BD,51.344974,-0.265019
149032,Blessed Carlo Acutis Catholic and Church of England Academy,WA7 5YH,53.32581,-2.711328
116999,Blessed Edward Oldcorne Catholic College,WR5 2XD,52.181351,-2.211173
141146,Blessed George Napier Catholic School and Sixth Form,OX16 9DG,52.047968,-1.33886
110107,Blessed Hugh Faringdon Catholic School,RG30 3EP,51.444758,-1.004252
136432,Blessed John Henry Newman Roman Catholic College,OL9 9QY,53.539093,-2.150942
146235,Blessed Robert Sutton Catholic Voluntary Academy,DE15 9SD,52.787014,-1.616132
106376,Blessed Thomas Holford Catholic College,WA15 8HT,53.38612,-2.341644
147581,"Blessed Trinity Roman Catholic College, A Voluntary Academy",BB10 3AA,53.794184,-2.231176
142193,Blessed William Howard Catholic School,ST17 9AB,52.800157,-2.122976
102694,Blossom House School,KT3 6JJ,51.395,-0.239
149826,Bloxham Grove Academy,OX15 4UL,52.027327,-1.363213
123275,Bloxham School,OX15 4PE,52.022053,-1.37263
137274,Bloxwich Academy,WS2 7NR,52.610053,-2.01725
138606,Blue Coat Church of England Academy,WS1 2ND,52.581536,-1.975798
137272,Blue Coat Church of England School and Music College,CV1 2BA,52.401182,-1.49257
131536,Blue Mountain Education,NG16 2SD,52.983162,-1.292624
135576,Blue Skies School,ME4 6DQ,51.374725,0.52122
104495,Bluebell Park School,L32 3XP,53.470788,-2.887549
143932,Bluebell School Ltd,ST7 1EH,53.092938,-2.239193
137798,Bluecoat Aspley Academy,NG8 5GY,52.968483,-1.191032
140369,Bluecoat Beechdale Academy,NG8 3GP,52.966502,-1.212122
148548,Bluecoat Trent Academy,NG8 5GY,52.968483,-1.191032
145146,Bluecoat Wollaton Academy,NG8 1EA,52.952961,-1.195444
113575,Blundell's School,EX16 4DN,50.906382,-3.467368
149376,Blythe Bridge High School,ST11 9PW,52.96827,-2.059472
145931,Bmat Stem Academy,CM20 3EZ,51.76927,0.098151
100291,Bnois Jerusalem Girls School,N16 5DL,51.574556,-0.079971
105996,Bnos Yisroel School Manchester,M7 4DA,53.509195,-2.25355
136015,Bnos Zion of Bobov,N16 6TJ,51.57516,-0.069783
144739,Bobby Moore Academy,E20 2AE,51.536238,-0.013941
136383,Bodmin College,PL31 1DD,50.459756,-4.711223
149712,Bohunt Farnborough,GU14 9BY,51.315774,-0.768394
147187,Bohunt Horsham,RH12 6AP,51.091391,-0.29986
136643,Bohunt School,GU30 7NY,51.078717,-0.806675
142181,Bohunt School Wokingham,RG2 9GB,51.379,-0.895
140424,Bohunt School Worthing,BN14 8AH,50.823315,-0.373505
145866,Bolder Academy,TW7 5DB,51.488659,-0.336588
108730,Boldon School,NE35 9DZ,54.94925,-1.448532
138498,Bolton Islamic Girls School,BL3 2AW,53.565,-2.424
142340,Bolton Muslim Girls School,BL3 6TQ,53.566167,-2.440949
105271,Bolton School Boys' Division,BL1 4PA,53.57985,-2.454866
105272,Bolton School Girls' Division,BL1 4PB,53.57985,-2.454866
145314,Bolton St Catherine's Academy,BL2 4HU,53.593322,-2.386101
100752,Bonus Pastor Catholic College,BR1 5PZ,51.427602,-0.001708
121722,Bootham School,YO30 7BU,53.964526,-1.087415
137800,Borden Grammar School,ME10 4DB,51.33737,0.73464
103493,Bordesley Green Girls' School & Sixth Form,B9 4TR,52.478258,-1.857344
121699,Boroughbridge High School,YO51 9JX,54.088722,-1.39547
142666,Boston Endeavour Academy,PE21 0PX,52.972386,-0.010397
139140,Boston High School,PE21 9PF,52.988526,-0.010534
146217,Boston Spa Academy,LS23 6RW,53.900102,-1.361969
137969,Bosworth Academy,LE9 9JL,52.62595,-1.285705
122149,Bosworth Independent School,NN2 6JA,52.249617,-0.894094
136677,Bottisham Village College,CB25 9DL,52.225662,0.25443
116558,Boundary Oak School,PO17 5BL,50.87111,-1.177172
137572,Bourne Academy,PE10 9DT,52.773642,-0.369786
126069,Bourne Community College,PO10 8PJ,50.851057,-0.913341
137793,Bourne Grammar School,PE10 9JE,52.762331,-0.373632
113937,Bournemouth Collegiate School,BH5 2DY,50.724016,-1.82476
137452,Bournemouth School,BH8 9PY,50.748612,-1.858446
136996,Bournemouth School for Girls,BH8 9UJ,50.750781,-1.852826
141318,Bournville School,B30 1SH,52.423189,-1.952532
100965,Bow School,E3 3QW,51.523391,-0.009497
142603,Bow Street School,WV14 7NB,52.566754,-2.07294
117034,Bowbrook House School,WR10 2EE,52.15313,-2.092781
100986,Bowden House School,BN25 2JB,50.786462,0.106447
119036,Bower Grove School,ME16 8NL,51.267224,0.488501
139307,Bower Park Academy,RM1 4YY,51.605881,0.180279
136997,Bowland High,BB7 4QS,53.910127,-2.359457
150787,Bowman Academy,LE12 9BN,52.773827,-1.2871
125388,Box Hill School,RH5 6EA,51.268895,-0.32494
122961,Bracken Hill School,NG17 7HZ,53.099565,-1.235905
113031,Brackenfield Special School,NG10 4DA,52.904566,-1.293771
110121,Bradfield College,RG7 6AU,51.448748,-1.13186
147788,Bradfield School,S35 0AE,53.423806,-1.544076
140701,Bradfields Academy,ME5 0LB,51.355761,0.526938
135367,Bradford Academy,BD4 7QJ,53.776964,-1.729483
107461,Bradford Christian School,BD2 1BT,53.82,-1.759
140429,Bradford Forster Academy,BD4 8RG,53.779914,-1.726596
140204,Bradford Girls' Grammar School,BD9 6RB,53.803753,-1.796226
107455,Bradford Grammar School,BD9 4JP,53.814545,-1.769808
137753,Bradley Stoke Community School,BS32 9BS,51.536198,-2.545716
142316,Bradon Forest School,SN5 4AT,51.586392,-1.872014
101095,Bradstow School,CT10 1BY,51.352817,1.437297
115386,Braeside School,IG9 5SD,51.631321,0.035468
103611,Braidwood School for the Deaf,B36 8AF,52.502623,-1.819891
138837,Bramcote College,NG9 3GA,52.941822,-1.247555
124879,Bramfield House School,IP19 9AB,52.31045,1.502129
106139,Bramhall High School,SK7 2JT,53.367088,-2.153113
147036,Bramley Hill School,KT20 7ST,51.280912,-0.249796
101393,Brampton College,NW4 4DQ,51.588637,-0.222102
136669,Brampton Manor Academy,E6 3SQ,51.52095,0.046096
147679,Brandles School,SG7 6EY,51.984,-0.191
145108,Brannel School,PL26 7RN,50.338487,-4.891381
136358,Branston Community Academy,LN4 1LH,53.195831,-0.467978
136936,Brantwood Specialist School,S7 1NU,53.365757,-1.490295
138041,Braunton Academy,EX33 2BP,51.102738,-4.156246
143138,Brayton Academy,YO8 9QS,53.774,-1.082
140039,Break Through School,DA17 5JX,51.480155,0.143946
117681,Breakspeare School,WD5 0BU,51.703087,-0.420821
148537,Brearley Hall School,HX2 6HP,53.729229,-1.95678
121765,Breckenbrough School,YO7 4EN,54.24295,-1.410328
138250,Breckland School,IP27 0PE,52.440506,0.602872
117032,Bredon School,GL20 6AH,52.023025,-2.20225
145239,Brenkley School,NE13 6DS,55.060799,-1.630036
100760,Brent Knoll School,SE23 2QU,51.431442,-0.03896
139095,Brentford School for Girls,TW8 0PG,51.486,-0.307
101939,Brentside High School,W7 1JJ,51.524689,-0.34097
145474,Brentwood County High School,CM14 4JF,51.616181,0.308485
106391,Brentwood School,M33 4GY,53.413947,-2.356309
115429,Brentwood School,CM15 8EE,51.619802,0.311327
138834,Brentwood Ursuline Convent High School,CM14 4EX,51.617818,0.304335
119021,Brewood Secondary School,CT14 9TR,51.220157,1.392546
132732,Brian Jackson College,WF16 0AD,53.708439,-1.669142
109410,Briarwood School,BS16 4EA,51.477672,-2.521979
145470,Brickyard Barn Outdoor Learning Centre,CV33 9QD,52.250563,-1.555811
139264,Bridge House Independent School,PE21 7NL,52.970881,-0.059716
149189,Bridge House School,SK6 2SR,53.432,-2.123
139049,Bridge Learning Campus,BS13 0RL,51.407428,-2.58888
142833,Bridge School Malvern,WR8 0DX,52.078495,-2.289452
138437,Bridgemary School,PO13 0JN,50.825245,-1.176658
141598,Bridgewater High School,WA4 3AE,53.363,-2.578
105992,Bridgewater School,M28 2WQ,53.501129,-2.371438
147206,Bridgeway School,PR5 6EP,53.720956,-2.661288
139143,Bridgnorth Endowed School,WV16 4ER,52.537467,-2.420673
138375,Bridgwater College Academy,TA6 4QY,51.132201,-2.981352
118111,Bridlington School,YO16 4QU,54.085206,-0.211807
136604,Brighouse High School,HD6 2NY,53.713333,-1.796254
134186,Bright Futures,WA13 0GH,53.37697,-2.503763
149443,Bright Minds Creative Academy,CR0 1JB,51.368277,-0.096799
136164,Brighton Aldridge Community Academy,BN1 9PW,50.858017,-0.091234
114614,Brighton College,BN2 0AL,50.821197,-0.121628
114658,Brighton Girls GDST,BN1 3AT,50.827615,-0.152496
149707,Brighton Hill Community School,RG22 4HS,51.247161,-1.114361
146036,Brighton and Hove Clinic School,BN3 4FH,50.828763,-0.179744
143238,Brigshaw High School,WF10 2HR,53.757326,-1.38431
109319,Brimsham Green School,BS37 7LB,51.551804,-2.426916
136279,Brine Leas School,CW5 7DY,53.056524,-2.514384
136301,Brinsworth Academy,S60 5EJ,53.402154,-1.376904
139043,Bristnall Hall Academy,B68 9PA,52.483386,-1.991975
135300,Bristol Brunel Academy,BS15 1NU,51.468075,-2.527727
135575,Bristol Cathedral Choir School,BS1 5TS,51.451228,-2.600784
136822,Bristol Free School,BS10 6EZ,51.500452,-2.614066
109369,Bristol Grammar School,BS8 1SR,51.458267,-2.604819
135959,Bristol Metropolitan Academy,BS16 2HD,51.480322,-2.538802
137755,Brixham College,TQ5 9HF,50.392508,-3.506957
119883,Broadfield Specialist School,BB11 5BT,53.778812,-2.267177
146063,Broadland High Ormiston Academy,NR12 8QN,52.717485,1.412664
138985,Broadlands Academy,BS31 2DY,51.417007,-2.509337
135252,Broadlands Hall,CB9 7TB,52.089774,0.461482
147351,Broadoak Academy,BS23 4NP,51.328644,-2.976157
138124,Broadoak School,M31 4BU,53.412228,-2.432117
142225,Broadstones School,SK4 5HS,53.433997,-2.166795
147935,Broadwater School,GU7 3BW,51.201279,-0.593975
139841,Broadway Academy,B20 3DP,52.513025,-1.895573
131960,Broadwood School,HX2 0RU,53.732863,-1.90254
137458,Brockhill Park Performing Arts College,CT21 4HL,51.081623,1.06575
138521,Brockington College,LE19 4AQ,52.586449,-1.203367
116574,Brockwood Park School,SO24 0LQ,51.033373,-1.106789
141989,Bromley Beacon Academy,BR6 9BD,51.36983,0.121159
101692,Bromley High School,BR1 2TW,51.395298,0.057102
136107,Brompton Academy,ME7 5HT,51.382646,0.539672
149474,Brompton Hall School,YO13 9DB,54.227092,-0.557089
117012,Bromsgrove School,B61 7DU,52.328,-2.061
131059,Brondesbury College London,NW6 7BT,51.543248,-0.214123
147067,Bronte Girls' Academy,BD4 7EB,53.785853,-1.745741
149073,Brook Academy,GL3 4ZN,51.850596,-2.150222
113648,Brook Green Centre for Learning,PL5 4DZ,50.417725,-4.154891
148546,Brook Mead Academy,LE3 5QS,52.634947,-1.14488
148932,Brook Sixth Form and Academy,RM10 7FN,51.54587,0.165769
136069,Brook View School,PR3 3YB,53.829555,-2.561992
120341,Brooke House College,LE16 7AU,52.48245,-0.925846
135185,Brooke House Day School,LE9 1SE,52.549527,-1.199552
145200,Brooke School,CV22 6DY,52.360017,-1.275448
135317,Brooke Weston Academy,NN18 8LA,52.467436,-0.712363
124893,Brookes UK,IP28 6QJ,52.269172,0.632426
116419,Brookfield Community School,SO31 7DU,50.864651,-1.284768
136548,Brookfield Community School,S40 3NS,53.231899,-1.470522
119895,Brookfield School,FY6 7HE,53.853824,-2.981992
110186,Brookfields Special School,RG31 6SW,51.473272,-1.046768
150236,Brookhaven School,BL9 8LP,53.561034,-2.272731
131751,Brookland School,OL16 3NP,53.606734,-2.105754
121778,Brooklands School,BD23 2DB,53.953571,-2.021648
138323,Brookvale Groby Learning Campus,LE6 0FP,52.657383,-1.233909
144774,Brookways School,SM3 9BZ,51.374779,-0.223244
108123,Broomfield South SILC,LS10 3JP,53.75711,-1.522397
119026,Broomhill Bank School,TN3 0TB,51.144632,0.235591
104713,Broughton Hall Catholic High School,L12 9HJ,53.424,-2.888
119759,Broughton High School,PR3 5JJ,53.808588,-2.72701
119784,Brownedge St  Mary's Catholic High School,PR5 6PB,53.732551,-2.66141
105861,Brownhill School,OL12 0PZ,53.623031,-2.161856
147796,Brownhills Ormiston Academy,WS8 7QG,52.654991,-1.929606
131395,Browns School,BR6 7PH,51.357199,0.136734
123320,Bruern Abbey School,OX26 1UY,51.886452,-1.183542
144014,Brune Park Community School,PO12 3BU,50.810225,-1.15759
150616,Brunel School,TQ3 2AL,50.442997,-3.564318
142056,Bruntcliffe Academy,LS27 0LZ,53.745587,-1.620208
113910,Bryanston School,DT11 0PX,50.865686,-2.185542
139655,Brymore Academy,TA5 2NB,51.149336,-3.079908
110484,Buckingham School,MK18 1AT,51.994689,-0.984107
148830,Buckler's Mead School,BA21 4NH,50.956779,-2.624012
114656,Buckswood School,TN35 4LT,50.905623,0.632934
112045,Budehaven Community School,EX23 8DQ,50.825656,-4.5353
147443,Budmouth Academy Weymouth,DT4 9SY,50.611426,-2.492429
143059,Buile Hill Academy,M6 8RD,53.493212,-2.304355
150868,Buile Hill Academy,M6 8RD,53.493212,-2.304355
136709,Bullers Wood School,BR7 5LJ,51.408913,0.047978
145868,Bullers Wood School for Boys,BR1 2NW,51.405839,0.044246
136998,Bungay High School,NR35 1RW,52.445384,1.44324
148572,Bure Park Specialist Academy,NR30 4AE,52.6239,1.729303
138289,Burford School,OX18 4PL,51.803584,-1.641663
126134,Burgess Hill Girls,RH15 0EG,50.951139,-0.125321
131675,Burlington House School,SW6 6EG,51.472641,-0.214751
140703,Burnage Academy for Boys,M19 1ER,53.428403,-2.204593
137564,Burnham Grammar School,SL1 7HG,51.53239,-0.652137
141028,Burnley High School,BB12 6NX,53.795823,-2.295067
108640,Burnside College,NE28 7LQ,54.994789,-1.51987
137694,Burnt Mill Academy,CM20 2NR,51.776862,0.108013
139842,Burntwood School,SW17 0AQ,51.438047,-0.180083
146282,Burscough Priory Academy,L40 7RZ,53.601094,-2.845724
148736,Burstow Park School,RH6 9TF,51.147258,-0.124606
148866,Bury Church of England High School,BL9 0TS,53.585985,-2.302514
105373,Bury Grammar Schools,BL9 0HN,53.591,-2.305
134807,Bury Park Educational Institute  (Al - Hikmah Secondary School),LU1 1EH,51.884397,-0.426782
136990,Bury St Edmunds County High School,IP32 6RF,52.256642,0.70217
137872,Bushey Meads School,WD23 4PA,51.649018,-0.34875
142825,Buttershaw Business & Enterprise College Academy,BD6 3PX,53.765137,-1.794122
149645,Buxton Community School,SK17 9EA,53.250585,-1.921097
103080,Buxton School,E11 3NN,51.55745,0.016529
145184,Buzz Learning Independent Specialist School,NE63 8AP,55.185639,-1.581452
145873,CHS South,M21 7SX,53.43784,-2.255593
148796,Cairn Education CIC,LA8 9LN,54.376298,-2.81566
141331,Caister Academy,NR30 5LS,52.652577,1.728965
136350,Caistor Grammar School,LN7 6QJ,53.496568,-0.320252
136958,Caistor Yarborough Academy,LN7 6QZ,53.497553,-0.310368
139144,Calday Grange Grammar School,CH48 8GG,53.367588,-3.163147
119027,Caldecott Foundation School,TN25 6PW,51.116875,0.952585
104698,Calderstones School,L18 3HS,53.384,-2.901
137254,Caldew School,CA5 7NN,54.845416,-2.980408
148573,Callerton Academy,NE1 3BT,54.967767,-1.624532
143649,Callington Community College,PL17 7DR,50.505721,-4.311693
